pos,sample,xls,condition,normalised_counts
1559,HA,6,H,0.03746487667811427
1560,HA,6,H,0.03746487667811427
1561,HA,5,H,0.031220730565095223
1562,HA,5,H,0.031220730565095223
1563,HA,42,H,0.26225413674679987
1564,HA,6,H,0.03746487667811427
1565,HA,1,H,0.0062441461130190445
1567,HA,6,H,0.03746487667811427
1568,HA,8,H,0.049953168904152356
1569,HA,9,H,0.0561973150171714
1570,HA,13,H,0.08117389946924758
1571,HA,16,H,0.09990633780830471
1572,HA,39,H,0.24352169840774274
1573,HA,11,H,0.06868560724320949
1574,HA,18,H,0.1123946300343428
1575,HA,8,H,0.049953168904152356
1576,HA,5,H,0.031220730565095223
1577,HA,7,H,0.04370902279113331
1578,HA,6,H,0.03746487667811427
1579,HA,3,H,0.018732438339057134
1581,HA,1,H,0.0062441461130190445
1582,HA,5,H,0.031220730565095223
1583,HA,5,H,0.031220730565095223
1584,HA,14,H,0.08741804558226662
1585,HA,53,H,0.33093974399000936
1586,HA,1,H,0.0062441461130190445
1587,HA,2,H,0.012488292226038089
1588,HA,1,H,0.0062441461130190445
1589,HA,3,H,0.018732438339057134
1590,HA,1,H,0.0062441461130190445
1596,HA,1,H,0.0062441461130190445
1,HB,27,H,0.15610455536219148
2,HB,18,H,0.10406970357479432
3,HB,14,H,0.08094310278039558
4,HB,21,H,0.12141465417059337
5,HB,43,H,0.24861095853978643
6,HB,63,H,0.3642439625117801
7,HB,21,H,0.12141465417059337
8,HB,35,H,0.20235775695098895
9,HB,66,H,0.38158891310757914
10,HB,90,H,0.5203485178739716
11,HB,115,H,0.6648897728389637
12,HB,23,H,0.13297795456779274
13,HB,16,H,0.09250640317759495
14,HB,105,H,0.6070732708529668
15,HB,17,H,0.09828805337619463
16,HB,3,H,0.017344950595799054
17,HB,8,H,0.04625320158879748
18,HB,5,H,0.028908250992998423
19,HB,4,H,0.02312660079439874
20,HB,5,H,0.028908250992998423
21,HB,17,H,0.09828805337619463
22,HB,24,H,0.13875960476639243
23,HB,21,H,0.12141465417059337
24,HB,38,H,0.219702707546788
25,HB,14,H,0.08094310278039558
26,HB,14,H,0.08094310278039558
27,HB,10,H,0.057816501985996846
28,HB,7,H,0.04047155139019779
29,HB,7,H,0.04047155139019779
30,HB,2,H,0.01156330039719937
32,HB,10,H,0.057816501985996846
33,HB,1,H,0.005781650198599685
35,HB,2,H,0.01156330039719937
36,HB,5,H,0.028908250992998423
37,HB,6,H,0.03468990119159811
38,HB,11,H,0.06359815218459652
39,HB,3,H,0.017344950595799054
40,HB,8,H,0.04625320158879748
41,HB,5,H,0.028908250992998423
42,HB,2,H,0.01156330039719937
43,HB,4,H,0.02312660079439874
44,HB,5,H,0.028908250992998423
45,HB,4,H,0.02312660079439874
46,HB,2,H,0.01156330039719937
47,HB,3,H,0.017344950595799054
48,HB,2,H,0.01156330039719937
50,HB,1,H,0.005781650198599685
51,HB,4,H,0.02312660079439874
52,HB,9,H,0.05203485178739716
53,HB,2,H,0.01156330039719937
55,HB,1,H,0.005781650198599685
56,HB,2,H,0.01156330039719937
57,HB,1,H,0.005781650198599685
58,HB,1,H,0.005781650198599685
59,HB,1,H,0.005781650198599685
61,HB,2,H,0.01156330039719937
62,HB,3,H,0.017344950595799054
63,HB,5,H,0.028908250992998423
64,HB,2,H,0.01156330039719937
71,HB,4,H,0.02312660079439874
73,HB,12,H,0.06937980238319622
74,HB,26,H,0.15032290516359179
75,HB,22,H,0.12719630436919305
76,HB,23,H,0.13297795456779274
77,HB,33,H,0.19079445655378957
78,HB,11,H,0.06359815218459652
79,HB,23,H,0.13297795456779274
80,HB,11,H,0.06359815218459652
81,HB,1,H,0.005781650198599685
82,HB,3,H,0.017344950595799054
83,HB,1,H,0.005781650198599685
84,HB,3,H,0.017344950595799054
85,HB,6,H,0.03468990119159811
86,HB,22,H,0.12719630436919305
87,HB,7,H,0.04047155139019779
88,HB,5,H,0.028908250992998423
89,HB,36,H,0.20813940714958865
90,HB,1,H,0.005781650198599685
91,HB,9,H,0.05203485178739716
92,HB,6,H,0.03468990119159811
93,HB,2,H,0.01156330039719937
94,HB,11,H,0.06359815218459652
95,HB,2,H,0.01156330039719937
97,HB,4,H,0.02312660079439874
98,HB,4,H,0.02312660079439874
100,HB,12,H,0.06937980238319622
101,HB,7,H,0.04047155139019779
102,HB,5,H,0.028908250992998423
103,HB,2,H,0.01156330039719937
104,HB,1,H,0.005781650198599685
105,HB,1,H,0.005781650198599685
106,HB,3,H,0.017344950595799054
107,HB,1,H,0.005781650198599685
108,HB,1,H,0.005781650198599685
110,HB,1,H,0.005781650198599685
111,HB,1,H,0.005781650198599685
112,HB,5,H,0.028908250992998423
113,HB,9,H,0.05203485178739716
114,HB,4,H,0.02312660079439874
115,HB,4,H,0.02312660079439874
116,HB,11,H,0.06359815218459652
117,HB,18,H,0.10406970357479432
118,HB,8,H,0.04625320158879748
119,HB,6,H,0.03468990119159811
120,HB,14,H,0.08094310278039558
121,HB,6,H,0.03468990119159811
122,HB,6,H,0.03468990119159811
123,HB,10,H,0.057816501985996846
124,HB,7,H,0.04047155139019779
125,HB,59,H,0.3411173617173814
126,HB,97,H,0.5608200692641694
127,HB,92,H,0.531911818271171
128,HB,90,H,0.5203485178739716
129,HB,45,H,0.2601742589369858
130,HB,13,H,0.07516145258179589
131,HB,4,H,0.02312660079439874
132,HB,9,H,0.05203485178739716
133,HB,11,H,0.06359815218459652
134,HB,3,H,0.017344950595799054
137,HB,8,H,0.04625320158879748
138,HB,1,H,0.005781650198599685
139,HB,1,H,0.005781650198599685
140,HB,3,H,0.017344950595799054
141,HB,51,H,0.2948641601285839
142,HB,20,H,0.11563300397199369
143,HB,9,H,0.05203485178739716
144,HB,14,H,0.08094310278039558
145,HB,13,H,0.07516145258179589
147,HB,4,H,0.02312660079439874
148,HB,2,H,0.01156330039719937
149,HB,4,H,0.02312660079439874
150,HB,4,H,0.02312660079439874
151,HB,26,H,0.15032290516359179
152,HB,15,H,0.08672475297899526
153,HB,22,H,0.12719630436919305
154,HB,14,H,0.08094310278039558
155,HB,19,H,0.109851353773394
156,HB,55,H,0.3179907609229826
157,HB,38,H,0.219702707546788
158,HB,12,H,0.06937980238319622
159,HB,13,H,0.07516145258179589
160,HB,8,H,0.04625320158879748
161,HB,12,H,0.06937980238319622
162,HB,2,H,0.01156330039719937
163,HB,4,H,0.02312660079439874
164,HB,10,H,0.057816501985996846
165,HB,4,H,0.02312660079439874
166,HB,6,H,0.03468990119159811
167,HB,9,H,0.05203485178739716
168,HB,26,H,0.15032290516359179
169,HB,23,H,0.13297795456779274
170,HB,10,H,0.057816501985996846
171,HB,7,H,0.04047155139019779
172,HB,9,H,0.05203485178739716
173,HB,23,H,0.13297795456779274
174,HB,65,H,0.3758072629089795
175,HB,33,H,0.19079445655378957
176,HB,40,H,0.23126600794398738
177,HB,16,H,0.09250640317759495
178,HB,13,H,0.07516145258179589
179,HB,16,H,0.09250640317759495
180,HB,4,H,0.02312660079439874
181,HB,13,H,0.07516145258179589
182,HB,7,H,0.04047155139019779
183,HB,30,H,0.17344950595799052
184,HB,5,H,0.028908250992998423
185,HB,3,H,0.017344950595799054
186,HB,9,H,0.05203485178739716
187,HB,13,H,0.07516145258179589
188,HB,36,H,0.20813940714958865
189,HB,49,H,0.2833008597313845
190,HB,73,H,0.42206046449777695
191,HB,22,H,0.12719630436919305
192,HB,9,H,0.05203485178739716
193,HB,12,H,0.06937980238319622
194,HB,41,H,0.23704765814258705
195,HB,18,H,0.10406970357479432
196,HB,28,H,0.16188620556079117
197,HB,14,H,0.08094310278039558
198,HB,13,H,0.07516145258179589
199,HB,11,H,0.06359815218459652
200,HB,25,H,0.14454125496499212
201,HB,8,H,0.04625320158879748
202,HB,5,H,0.028908250992998423
203,HB,21,H,0.12141465417059337
204,HB,18,H,0.10406970357479432
205,HB,8,H,0.04625320158879748
206,HB,15,H,0.08672475297899526
207,HB,7,H,0.04047155139019779
208,HB,22,H,0.12719630436919305
209,HB,3,H,0.017344950595799054
210,HB,14,H,0.08094310278039558
211,HB,37,H,0.2139210573481883
212,HB,24,H,0.13875960476639243
213,HB,37,H,0.2139210573481883
214,HB,44,H,0.2543926087383861
215,HB,13,H,0.07516145258179589
216,HB,2,H,0.01156330039719937
217,HB,5,H,0.028908250992998423
218,HB,3,H,0.017344950595799054
219,HB,5,H,0.028908250992998423
220,HB,11,H,0.06359815218459652
221,HB,2,H,0.01156330039719937
222,HB,19,H,0.109851353773394
223,HB,7,H,0.04047155139019779
224,HB,4,H,0.02312660079439874
225,HB,8,H,0.04625320158879748
226,HB,12,H,0.06937980238319622
227,HB,5,H,0.028908250992998423
228,HB,1,H,0.005781650198599685
229,HB,11,H,0.06359815218459652
230,HB,5,H,0.028908250992998423
231,HB,5,H,0.028908250992998423
232,HB,2,H,0.01156330039719937
233,HB,6,H,0.03468990119159811
234,HB,9,H,0.05203485178739716
235,HB,6,H,0.03468990119159811
236,HB,5,H,0.028908250992998423
237,HB,6,H,0.03468990119159811
238,HB,4,H,0.02312660079439874
239,HB,1,H,0.005781650198599685
242,HB,2,H,0.01156330039719937
243,HB,1,H,0.005781650198599685
244,HB,5,H,0.028908250992998423
245,HB,9,H,0.05203485178739716
246,HB,2,H,0.01156330039719937
247,HB,5,H,0.028908250992998423
248,HB,10,H,0.057816501985996846
250,HB,4,H,0.02312660079439874
251,HB,19,H,0.109851353773394
252,HB,5,H,0.028908250992998423
253,HB,6,H,0.03468990119159811
254,HB,3,H,0.017344950595799054
255,HB,10,H,0.057816501985996846
256,HB,1,H,0.005781650198599685
257,HB,2,H,0.01156330039719937
258,HB,2,H,0.01156330039719937
259,HB,5,H,0.028908250992998423
260,HB,7,H,0.04047155139019779
263,HB,2,H,0.01156330039719937
264,HB,4,H,0.02312660079439874
265,HB,5,H,0.028908250992998423
266,HB,5,H,0.028908250992998423
267,HB,4,H,0.02312660079439874
269,HB,3,H,0.017344950595799054
270,HB,7,H,0.04047155139019779
271,HB,28,H,0.16188620556079117
272,HB,16,H,0.09250640317759495
273,HB,15,H,0.08672475297899526
274,HB,21,H,0.12141465417059337
275,HB,10,H,0.057816501985996846
276,HB,12,H,0.06937980238319622
277,HB,4,H,0.02312660079439874
278,HB,2,H,0.01156330039719937
279,HB,3,H,0.017344950595799054
280,HB,9,H,0.05203485178739716
281,HB,11,H,0.06359815218459652
282,HB,1,H,0.005781650198599685
283,HB,11,H,0.06359815218459652
284,HB,1,H,0.005781650198599685
285,HB,11,H,0.06359815218459652
286,HB,7,H,0.04047155139019779
287,HB,8,H,0.04625320158879748
288,HB,4,H,0.02312660079439874
289,HB,3,H,0.017344950595799054
290,HB,2,H,0.01156330039719937
291,HB,2,H,0.01156330039719937
292,HB,2,H,0.01156330039719937
293,HB,4,H,0.02312660079439874
294,HB,5,H,0.028908250992998423
295,HB,3,H,0.017344950595799054
296,HB,2,H,0.01156330039719937
297,HB,1,H,0.005781650198599685
298,HB,7,H,0.04047155139019779
299,HB,5,H,0.028908250992998423
300,HB,8,H,0.04625320158879748
301,HB,4,H,0.02312660079439874
302,HB,9,H,0.05203485178739716
303,HB,4,H,0.02312660079439874
304,HB,3,H,0.017344950595799054
305,HB,6,H,0.03468990119159811
306,HB,2,H,0.01156330039719937
309,HB,8,H,0.04625320158879748
310,HB,3,H,0.017344950595799054
311,HB,9,H,0.05203485178739716
312,HB,7,H,0.04047155139019779
317,HB,5,H,0.028908250992998423
318,HB,1,H,0.005781650198599685
319,HB,4,H,0.02312660079439874
320,HB,4,H,0.02312660079439874
322,HB,4,H,0.02312660079439874
324,HB,1,H,0.005781650198599685
325,HB,4,H,0.02312660079439874
326,HB,4,H,0.02312660079439874
327,HB,5,H,0.028908250992998423
328,HB,4,H,0.02312660079439874
331,HB,2,H,0.01156330039719937
332,HB,4,H,0.02312660079439874
333,HB,1,H,0.005781650198599685
334,HB,1,H,0.005781650198599685
335,HB,6,H,0.03468990119159811
336,HB,1,H,0.005781650198599685
337,HB,4,H,0.02312660079439874
338,HB,12,H,0.06937980238319622
339,HB,22,H,0.12719630436919305
340,HB,31,H,0.17923115615659022
341,HB,8,H,0.04625320158879748
342,HB,7,H,0.04047155139019779
343,HB,8,H,0.04625320158879748
344,HB,2,H,0.01156330039719937
345,HB,4,H,0.02312660079439874
346,HB,7,H,0.04047155139019779
347,HB,13,H,0.07516145258179589
348,HB,2,H,0.01156330039719937
349,HB,2,H,0.01156330039719937
351,HB,2,H,0.01156330039719937
352,HB,10,H,0.057816501985996846
353,HB,6,H,0.03468990119159811
354,HB,1,H,0.005781650198599685
355,HB,6,H,0.03468990119159811
356,HB,6,H,0.03468990119159811
357,HB,4,H,0.02312660079439874
358,HB,5,H,0.028908250992998423
359,HB,5,H,0.028908250992998423
360,HB,12,H,0.06937980238319622
361,HB,15,H,0.08672475297899526
362,HB,10,H,0.057816501985996846
363,HB,6,H,0.03468990119159811
364,HB,3,H,0.017344950595799054
365,HB,4,H,0.02312660079439874
366,HB,1,H,0.005781650198599685
367,HB,3,H,0.017344950595799054
368,HB,6,H,0.03468990119159811
369,HB,2,H,0.01156330039719937
370,HB,8,H,0.04625320158879748
371,HB,10,H,0.057816501985996846
372,HB,1,H,0.005781650198599685
373,HB,2,H,0.01156330039719937
374,HB,2,H,0.01156330039719937
375,HB,3,H,0.017344950595799054
376,HB,10,H,0.057816501985996846
377,HB,2,H,0.01156330039719937
378,HB,13,H,0.07516145258179589
379,HB,5,H,0.028908250992998423
380,HB,3,H,0.017344950595799054
381,HB,5,H,0.028908250992998423
382,HB,1,H,0.005781650198599685
385,HB,6,H,0.03468990119159811
386,HB,1,H,0.005781650198599685
387,HB,3,H,0.017344950595799054
388,HB,6,H,0.03468990119159811
389,HB,4,H,0.02312660079439874
390,HB,6,H,0.03468990119159811
391,HB,6,H,0.03468990119159811
392,HB,1,H,0.005781650198599685
393,HB,2,H,0.01156330039719937
395,HB,1,H,0.005781650198599685
398,HB,1,H,0.005781650198599685
399,HB,2,H,0.01156330039719937
400,HB,4,H,0.02312660079439874
403,HB,1,H,0.005781650198599685
404,HB,2,H,0.01156330039719937
405,HB,4,H,0.02312660079439874
406,HB,8,H,0.04625320158879748
410,HB,7,H,0.04047155139019779
411,HB,12,H,0.06937980238319622
412,HB,3,H,0.017344950595799054
413,HB,2,H,0.01156330039719937
414,HB,1,H,0.005781650198599685
415,HB,4,H,0.02312660079439874
416,HB,3,H,0.017344950595799054
417,HB,1,H,0.005781650198599685
418,HB,3,H,0.017344950595799054
419,HB,8,H,0.04625320158879748
420,HB,19,H,0.109851353773394
421,HB,5,H,0.028908250992998423
422,HB,9,H,0.05203485178739716
423,HB,14,H,0.08094310278039558
424,HB,5,H,0.028908250992998423
425,HB,52,H,0.30064581032718357
426,HB,61,H,0.35268066211458077
427,HB,14,H,0.08094310278039558
428,HB,5,H,0.028908250992998423
429,HB,19,H,0.109851353773394
430,HB,5,H,0.028908250992998423
431,HB,4,H,0.02312660079439874
432,HB,12,H,0.06937980238319622
433,HB,9,H,0.05203485178739716
434,HB,10,H,0.057816501985996846
435,HB,12,H,0.06937980238319622
436,HB,9,H,0.05203485178739716
437,HB,20,H,0.11563300397199369
438,HB,10,H,0.057816501985996846
439,HB,7,H,0.04047155139019779
440,HB,6,H,0.03468990119159811
441,HB,5,H,0.028908250992998423
442,HB,1,H,0.005781650198599685
443,HB,3,H,0.017344950595799054
445,HB,3,H,0.017344950595799054
447,HB,1,H,0.005781650198599685
449,HB,3,H,0.017344950595799054
450,HB,1,H,0.005781650198599685
452,HB,2,H,0.01156330039719937
453,HB,2,H,0.01156330039719937
454,HB,1,H,0.005781650198599685
455,HB,2,H,0.01156330039719937
456,HB,9,H,0.05203485178739716
457,HB,3,H,0.017344950595799054
458,HB,3,H,0.017344950595799054
459,HB,3,H,0.017344950595799054
461,HB,1,H,0.005781650198599685
462,HB,1,H,0.005781650198599685
463,HB,4,H,0.02312660079439874
464,HB,3,H,0.017344950595799054
465,HB,8,H,0.04625320158879748
466,HB,3,H,0.017344950595799054
467,HB,1,H,0.005781650198599685
468,HB,3,H,0.017344950595799054
469,HB,9,H,0.05203485178739716
470,HB,8,H,0.04625320158879748
471,HB,7,H,0.04047155139019779
472,HB,16,H,0.09250640317759495
473,HB,31,H,0.17923115615659022
474,HB,9,H,0.05203485178739716
475,HB,21,H,0.12141465417059337
476,HB,8,H,0.04625320158879748
477,HB,10,H,0.057816501985996846
478,HB,2,H,0.01156330039719937
479,HB,4,H,0.02312660079439874
480,HB,2,H,0.01156330039719937
481,HB,5,H,0.028908250992998423
482,HB,4,H,0.02312660079439874
483,HB,2,H,0.01156330039719937
484,HB,9,H,0.05203485178739716
485,HB,20,H,0.11563300397199369
486,HB,10,H,0.057816501985996846
487,HB,6,H,0.03468990119159811
488,HB,9,H,0.05203485178739716
489,HB,15,H,0.08672475297899526
490,HB,28,H,0.16188620556079117
491,HB,27,H,0.15610455536219148
492,HB,47,H,0.27173755933418514
493,HB,15,H,0.08672475297899526
494,HB,12,H,0.06937980238319622
495,HB,14,H,0.08094310278039558
496,HB,19,H,0.109851353773394
497,HB,49,H,0.2833008597313845
498,HB,63,H,0.3642439625117801
499,HB,40,H,0.23126600794398738
500,HB,118,H,0.6822347234347628
501,HB,484,H,2.798318696122247
502,HB,138,H,0.7978677274067565
503,HB,126,H,0.7284879250235602
504,HB,30,H,0.17344950595799052
505,HB,29,H,0.16766785575939083
506,HB,23,H,0.13297795456779274
507,HB,17,H,0.09828805337619463
508,HB,44,H,0.2543926087383861
509,HB,45,H,0.2601742589369858
510,HB,83,H,0.4798769664837738
511,HB,407,H,2.3531316308300716
512,HB,106,H,0.6128549210515666
513,HB,81,H,0.46831366608657443
514,HB,99,H,0.5723833696613687
515,HB,174,H,1.006007134556345
516,HB,33,H,0.19079445655378957
517,HB,34,H,0.19657610675238926
518,HB,57,H,0.329554061320182
519,HB,127,H,0.7342695752221599
520,HB,20,H,0.11563300397199369
521,HB,108,H,0.6244182214487659
522,HB,164,H,0.9481906325703482
523,HB,465,H,2.6884673423488534
524,HB,124,H,0.7169246246263609
525,HB,122,H,0.7053613242291615
526,HB,70,H,0.4047155139019779
527,HB,133,H,0.7689594764137581
528,HB,70,H,0.4047155139019779
529,HB,123,H,0.7111429744277612
530,HB,208,H,1.2025832413087343
531,HB,56,H,0.32377241112158234
532,HB,94,H,0.5434751186683703
533,HB,114,H,0.659108122640364
534,HB,124,H,0.7169246246263609
535,HB,234,H,1.3529061464723262
536,HB,27,H,0.15610455536219148
537,HB,62,H,0.35846231231318043
538,HB,65,H,0.3758072629089795
539,HB,776,H,4.486560554113355
540,HB,311,H,1.7980932117645019
541,HB,332,H,1.9195078659350953
542,HB,164,H,0.9481906325703482
543,HB,74,H,0.4278421146963766
544,HB,85,H,0.49144026688097314
545,HB,76,H,0.439405415093576
546,HB,132,H,0.7631778262151583
547,HB,40,H,0.23126600794398738
548,HB,29,H,0.16766785575939083
549,HB,126,H,0.7284879250235602
550,HB,112,H,0.6475448222431647
551,HB,140,H,0.8094310278039558
552,HB,311,H,1.7980932117645019
553,HB,123,H,0.7111429744277612
554,HB,67,H,0.38737056330617886
555,HB,20,H,0.11563300397199369
556,HB,41,H,0.23704765814258705
557,HB,136,H,0.786304427009557
558,HB,51,H,0.2948641601285839
559,HB,23,H,0.13297795456779274
560,HB,31,H,0.17923115615659022
561,HB,198,H,1.1447667393227374
562,HB,629,H,3.6366579749192014
563,HB,61,H,0.35268066211458077
564,HB,67,H,0.38737056330617886
565,HB,53,H,0.3064274605257833
566,HB,24,H,0.13875960476639243
567,HB,43,H,0.24861095853978643
568,HB,50,H,0.28908250992998424
569,HB,208,H,1.2025832413087343
570,HB,55,H,0.3179907609229826
571,HB,21,H,0.12141465417059337
572,HB,24,H,0.13875960476639243
573,HB,53,H,0.3064274605257833
574,HB,601,H,3.4747717693584104
575,HB,67,H,0.38737056330617886
576,HB,94,H,0.5434751186683703
577,HB,29,H,0.16766785575939083
578,HB,144,H,0.8325576285983546
579,HB,177,H,1.023352085152144
580,HB,171,H,0.9886621839605461
581,HB,403,H,2.330005030035673
582,HB,557,H,3.2203791606200243
583,HB,80,H,0.46253201588797477
584,HB,144,H,0.8325576285983546
585,HB,351,H,2.029359219708489
586,HB,937,H,5.4174062360879045
587,HB,87,H,0.5030035672781725
588,HB,73,H,0.42206046449777695
589,HB,178,H,1.0291337353507437
590,HB,246,H,1.4222859488555224
591,HB,148,H,0.8556842293927532
592,HB,91,H,0.5261301680725713
593,HB,267,H,1.5437006030261158
594,HB,194,H,1.1216401385283388
595,HB,24,H,0.13875960476639243
596,HB,67,H,0.38737056330617886
597,HB,109,H,0.6301998716473656
598,HB,406,H,2.347349980631472
599,HB,153,H,0.8845924803857517
600,HB,96,H,0.5550384190655697
601,HB,127,H,0.7342695752221599
602,HB,389,H,2.249061927255277
603,HB,262,H,1.5147923520331172
604,HB,163,H,0.9424089823717485
605,HB,175,H,1.0117887847549447
606,HB,90,H,0.5203485178739716
607,HB,16,H,0.09250640317759495
608,HB,14,H,0.08094310278039558
609,HB,62,H,0.35846231231318043
610,HB,69,H,0.39893386370337824
611,HB,52,H,0.30064581032718357
612,HB,18,H,0.10406970357479432
613,HB,123,H,0.7111429744277612
614,HB,129,H,0.7458328756193593
615,HB,426,H,2.4629829846034657
616,HB,274,H,1.5841721544163134
617,HB,153,H,0.8845924803857517
618,HB,200,H,1.156330039719937
619,HB,43,H,0.24861095853978643
620,HB,92,H,0.531911818271171
621,HB,92,H,0.531911818271171
622,HB,113,H,0.6533264724417643
623,HB,113,H,0.6533264724417643
624,HB,66,H,0.38158891310757914
625,HB,146,H,0.8441209289955539
626,HB,175,H,1.0117887847549447
627,HB,20,H,0.11563300397199369
628,HB,47,H,0.27173755933418514
629,HB,217,H,1.2546180930961315
630,HB,601,H,3.4747717693584104
631,HB,217,H,1.2546180930961315
632,HB,301,H,1.740276709778505
633,HB,67,H,0.38737056330617886
634,HB,14,H,0.08094310278039558
635,HB,30,H,0.17344950595799052
636,HB,72,H,0.4162788142991773
637,HB,40,H,0.23126600794398738
638,HB,8,H,0.04625320158879748
639,HB,23,H,0.13297795456779274
640,HB,106,H,0.6128549210515666
641,HB,367,H,2.121865622886084
642,HB,16,H,0.09250640317759495
643,HB,34,H,0.19657610675238926
644,HB,79,H,0.45675036568937505
645,HB,51,H,0.2948641601285839
646,HB,53,H,0.3064274605257833
647,HB,42,H,0.24282930834118674
648,HB,80,H,0.46253201588797477
649,HB,56,H,0.32377241112158234
650,HB,14,H,0.08094310278039558
651,HB,27,H,0.15610455536219148
652,HB,81,H,0.46831366608657443
653,HB,307,H,1.774966610970103
654,HB,18,H,0.10406970357479432
655,HB,21,H,0.12141465417059337
656,HB,63,H,0.3642439625117801
657,HB,94,H,0.5434751186683703
658,HB,134,H,0.7747411266123577
659,HB,87,H,0.5030035672781725
660,HB,122,H,0.7053613242291615
661,HB,134,H,0.7747411266123577
662,HB,33,H,0.19079445655378957
663,HB,172,H,0.9944438341591457
664,HB,330,H,1.907944565537896
665,HB,1234,H,7.134556345072011
666,HB,210,H,1.2141465417059336
667,HB,209,H,1.208364891507334
668,HB,223,H,1.2893079942877297
669,HB,245,H,1.4165042986569227
670,HB,319,H,1.8443464133532994
671,HB,642,H,3.7118194275009975
672,HB,742,H,4.289984447360966
673,HB,499,H,2.8850434491012424
674,HB,218,H,1.2603997432947311
675,HB,321,H,1.8559097137504987
676,HB,216,H,1.2488364428975318
677,HB,369,H,2.1334289232832835
678,HB,252,H,1.4569758500471204
679,HB,229,H,1.3239978954793277
680,HB,472,H,2.728938893739051
681,HB,426,H,2.4629829846034657
682,HB,184,H,1.063823636542342
683,HB,179,H,1.0349153855493436
684,HB,302,H,1.7460583599771047
685,HB,392,H,2.266406877851076
686,HB,169,H,0.9770988835633466
687,HB,362,H,2.092957371893086
688,HB,435,H,2.5150178363908626
689,HB,621,H,3.590404773330404
690,HB,180,H,1.0406970357479433
691,HB,369,H,2.1334289232832835
692,HB,441,H,2.5497077375824606
693,HB,1226,H,7.088303143483213
694,HB,69,H,0.39893386370337824
695,HB,47,H,0.27173755933418514
696,HB,134,H,0.7747411266123577
697,HB,349,H,2.0177959193112898
698,HB,147,H,0.8499025791941536
699,HB,171,H,0.9886621839605461
700,HB,365,H,2.110302322488885
701,HB,2302,H,13.309358757176474
702,HB,1395,H,8.06540202704656
703,HB,1526,H,8.822798203063119
704,HB,128,H,0.7400512254207596
705,HB,61,H,0.35268066211458077
706,HB,25,H,0.14454125496499212
707,HB,41,H,0.23704765814258705
708,HB,60,H,0.34689901191598105
709,HB,208,H,1.2025832413087343
710,HB,120,H,0.6937980238319621
711,HB,304,H,1.757621660374304
712,HB,262,H,1.5147923520331172
713,HB,626,H,3.6193130243234024
714,HB,271,H,1.5668272038205144
715,HB,211,H,1.2199281919045335
716,HB,133,H,0.7689594764137581
717,HB,123,H,0.7111429744277612
718,HB,51,H,0.2948641601285839
719,HB,132,H,0.7631778262151583
720,HB,159,H,0.9192823815773498
721,HB,134,H,0.7747411266123577
722,HB,304,H,1.757621660374304
723,HB,74,H,0.4278421146963766
724,HB,38,H,0.219702707546788
725,HB,154,H,0.8903741305843513
726,HB,145,H,0.8383392787969542
727,HB,495,H,2.861916848306844
728,HB,69,H,0.39893386370337824
729,HB,70,H,0.4047155139019779
730,HB,28,H,0.16188620556079117
731,HB,242,H,1.3991593480611235
732,HB,164,H,0.9481906325703482
733,HB,105,H,0.6070732708529668
734,HB,54,H,0.31220911072438295
735,HB,46,H,0.2659559091355855
736,HB,79,H,0.45675036568937505
737,HB,397,H,2.2953151288440745
738,HB,138,H,0.7978677274067565
739,HB,115,H,0.6648897728389637
740,HB,256,H,1.4801024508415193
741,HB,1048,H,6.059169408132469
742,HB,240,H,1.3875960476639242
743,HB,306,H,1.7691849607715033
744,HB,136,H,0.786304427009557
745,HB,58,H,0.33533571151878167
746,HB,78,H,0.4509687154907754
747,HB,429,H,2.4803279351992646
748,HB,779,H,4.503905504709154
749,HB,58,H,0.33533571151878167
750,HB,80,H,0.46253201588797477
751,HB,155,H,0.8961557807829511
752,HB,684,H,3.9546487358421842
753,HB,288,H,1.6651152571967092
754,HB,233,H,1.3471244962737265
755,HB,448,H,2.5901792889726587
756,HB,490,H,2.8330085973138455
757,HB,322,H,1.8616913639490984
758,HB,350,H,2.0235775695098894
759,HB,414,H,2.3936031822202692
760,HB,187,H,1.081168587138141
761,HB,142,H,0.8209943282011551
762,HB,285,H,1.64777030660091
763,HB,274,H,1.5841721544163134
764,HB,1153,H,6.666242678985436
765,HB,111,H,0.641763172044565
766,HB,71,H,0.41049716410057757
767,HB,259,H,1.4974474014373182
768,HB,142,H,0.8209943282011551
769,HB,79,H,0.45675036568937505
770,HB,36,H,0.20813940714958865
771,HB,115,H,0.6648897728389637
772,HB,76,H,0.439405415093576
773,HB,59,H,0.3411173617173814
774,HB,28,H,0.16188620556079117
775,HB,106,H,0.6128549210515666
776,HB,143,H,0.8267759783997548
777,HB,398,H,2.301096779042674
778,HB,254,H,1.4685391504443197
779,HB,387,H,2.237498626858078
780,HB,123,H,0.7111429744277612
781,HB,39,H,0.2254843577453877
782,HB,32,H,0.1850128063551899
783,HB,129,H,0.7458328756193593
784,HB,200,H,1.156330039719937
785,HB,83,H,0.4798769664837738
786,HB,64,H,0.3700256127103798
787,HB,119,H,0.6880163736333624
788,HB,286,H,1.6535519567995096
789,HB,33,H,0.19079445655378957
790,HB,175,H,1.0117887847549447
791,HB,172,H,0.9944438341591457
792,HB,226,H,1.3066529448835287
793,HB,115,H,0.6648897728389637
794,HB,404,H,2.3357866802342726
795,HB,291,H,1.6824602077925082
796,HB,418,H,2.416729783014668
