chr,start,end.x,score1,end.y,score2,total
chr19,17633372,17633373,1,0,0,1
chr19,17633373,17633374,1,0,0,1
chr19,17633380,17633381,1,0,0,1
chr19,17633384,17633385,2,0,0,2
chr19,17633400,17633401,1,0,0,1
chr19,17633417,17633418,1,0,0,1
chr19,17633431,17633432,1,0,0,1
chr19,17633441,17633442,1,0,0,1
chr19,17633449,17633450,1,0,0,1
chr19,17633465,17633466,1,0,0,1
chr19,17633504,17633505,2,0,0,2
chr19,17633513,17633514,1,0,0,1
chr19,17633539,17633540,1,0,0,1
chr19,17633558,17633559,1,0,0,1
chr19,17633568,17633569,1,0,0,1
chr19,17633571,17633572,1,0,0,1
chr19,17633585,17633586,1,0,0,1
chr19,17633591,17633592,1,0,0,1
chr19,17633604,17633605,1,0,0,1
chr19,17633628,17633629,1,0,0,1
chr19,17633641,17633642,1,0,0,1
chr19,17633644,17633645,1,0,0,1
chr19,17633656,17633657,1,0,0,1
chr19,17633675,17633676,1,0,0,1
chr19,17633676,17633677,1,0,0,1
chr19,17633687,17633688,1,0,0,1
chr19,17633698,17633699,1,0,0,1
chr19,17633711,17633712,1,0,0,1
chr19,17633715,17633716,1,0,0,1
chr19,17633752,17633753,1,0,0,1
chr19,17633759,17633760,1,0,0,1
chr19,17633760,17633761,1,0,0,1
chr19,17633812,17633813,1,0,0,1
chr19,17633835,17633836,2,0,0,2
chr19,17633842,17633843,1,0,0,1
chr19,17633847,17633848,1,0,0,1
chr19,17633851,17633852,1,0,0,1
chr19,17633862,17633863,1,0,0,1
chr19,17633879,17633880,1,0,0,1
chr19,17633880,17633881,1,0,0,1
chr19,17633919,17633920,1,0,0,1
chr19,17633933,17633934,1,0,0,1
chr19,17633976,17633977,1,0,0,1
chr19,17634005,17634006,1,0,0,1
chr19,17634006,17634007,1,0,0,1
chr19,17634047,17634048,1,0,0,1
chr19,17634051,17634052,2,0,0,2
chr19,17634056,17634057,1,0,0,1
chr19,17634081,17634082,1,0,0,1
chr19,17634096,17634097,1,0,0,1
chr19,17634120,17634121,1,0,0,1
chr19,17634124,17634125,1,0,0,1
chr19,17634148,17634149,1,0,0,1
chr19,17634161,17634162,1,0,0,1
chr19,17634166,17634167,1,0,0,1
chr19,17634182,17634183,1,0,0,1
chr19,17634203,17634204,2,0,0,2
chr19,17634218,17634219,1,0,0,1
chr19,17634251,17634252,1,0,0,1
chr19,17634254,17634255,1,0,0,1
chr19,17634267,17634268,1,0,0,1
chr19,17634270,17634271,1,0,0,1
chr19,17634272,17634273,1,0,0,1
chr19,17634275,17634276,1,0,0,1
chr19,17634277,17634278,1,0,0,1
chr19,17634278,17634279,2,0,0,2
chr19,17634295,17634296,1,0,0,1
chr19,17634323,17634324,1,0,0,1
chr19,17634334,17634335,1,0,0,1
chr19,17634350,17634351,1,0,0,1
chr19,17634399,17634400,1,0,0,1
chr19,17634672,17634673,1,0,0,1
chr19,17634682,17634683,1,0,0,1
chr19,17635009,17635010,1,0,0,1
chr19,17635340,17635341,1,0,0,1
chr19,17635343,17635344,1,0,0,1
chr19,17635360,17635361,1,0,0,1
chr19,17635422,17635423,1,0,0,1
chr19,17635451,17635452,1,0,0,1
chr19,17635489,17635490,1,0,0,1
chr19,17635622,17635623,1,0,0,1
chr19,17635700,17635701,1,0,0,1
chr19,17635972,17635973,1,0,0,1
chr19,17636035,17636036,1,0,0,1
chr19,17636097,17636098,1,0,0,1
chr19,17636408,17636409,1,0,0,1
chr19,17639146,17639147,1,0,0,1
chr19,17639463,17639464,1,0,0,1
chr19,17639465,17639466,1,0,0,1
chr19,17639540,17639541,1,0,0,1
chr19,17639811,17639812,1,0,0,1
chr19,17639817,17639818,1,0,0,1
chr19,17639823,17639824,1,0,0,1
chr19,17639871,17639872,1,0,0,1
chr19,17639923,17639924,1,0,0,1
chr19,17640535,17640536,1,0,0,1
chr19,17640578,17640579,1,0,0,1
chr19,17640634,17640635,1,0,0,1
chr19,17640656,17640657,1,0,0,1
chr19,17640677,17640678,1,0,0,1
chr19,17640682,17640683,1,0,0,1
chr19,17640723,17640724,1,0,0,1
chr19,17640760,17640761,1,0,0,1
chr19,17640807,17640808,1,0,0,1
chr19,17640888,17640889,1,0,0,1
chr19,17641169,17641170,1,0,0,1
chr19,17641214,17641215,1,0,0,1
chr19,17641304,17641305,1,0,0,1
chr19,17641316,17641317,1,0,0,1
chr19,17641351,17641352,1,0,0,1
chr19,17641384,17641385,1,0,0,1
chr19,17641577,17641578,1,0,0,1
chr19,17641580,17641581,1,0,0,1
chr19,17641639,17641640,1,0,0,1
chr19,17641674,17641675,1,0,0,1
chr19,17641677,17641678,1,0,0,1
chr19,17641682,17641683,1,0,0,1
chr19,17641688,17641689,1,0,0,1
chr19,17641691,17641692,1,0,0,1
chr19,17641696,17641697,1,0,0,1
chr19,17641710,17641711,1,0,0,1
chr19,17641727,17641728,1,0,0,1
chr19,17641740,17641741,1,0,0,1
chr19,17641744,17641745,2,0,0,2
chr19,17641747,17641748,2,0,0,2
chr19,17641749,17641750,1,0,0,1
chr19,17641757,17641758,1,0,0,1
chr19,17641782,17641783,2,0,0,2
chr19,17641783,17641784,1,0,0,1
chr19,17641793,17641794,1,0,0,1
chr19,17641796,17641797,1,0,0,1
chr19,17641837,17641838,1,0,0,1
chr19,17641841,17641842,1,0,0,1
chr19,17641854,17641855,1,0,0,1
chr19,17641868,17641869,1,0,0,1
chr19,17641876,17641877,1,0,0,1
chr19,17641907,17641908,1,0,0,1
chr19,17641919,17641920,2,0,0,2
chr19,17641924,17641925,1,0,0,1
chr19,17641927,17641928,2,0,0,2
chr19,17641950,17641951,1,0,0,1
chr19,17641952,17641953,1,0,0,1
chr19,17641967,17641968,1,0,0,1
chr19,17641993,17641994,1,0,0,1
chr19,17642011,17642012,1,0,0,1
chr19,17642012,17642013,1,0,0,1
chr19,17642023,17642024,1,0,0,1
chr19,17642047,17642048,1,0,0,1
chr19,17642048,17642049,1,0,0,1
chr19,17642050,17642051,1,0,0,1
chr19,17642055,17642056,1,0,0,1
chr19,17642062,17642063,1,0,0,1
chr19,17642066,17642067,1,0,0,1
chr19,17642069,17642070,1,0,0,1
chr19,17642075,17642076,1,0,0,1
chr19,17642076,17642077,1,0,0,1
chr19,17642085,17642086,1,0,0,1
chr19,17642087,17642088,1,0,0,1
chr19,17642128,17642129,2,0,0,2
chr19,17642149,17642150,1,0,0,1
chr19,17642151,17642152,1,0,0,1
chr19,17642160,17642161,1,0,0,1
chr19,17642162,17642163,1,0,0,1
chr19,17642174,17642175,1,0,0,1
chr19,17642183,17642184,1,0,0,1
chr19,17642191,17642192,1,0,0,1
chr19,17642195,17642196,1,0,0,1
chr19,17642198,17642199,3,0,0,3
chr19,17642215,17642216,1,0,0,1
chr19,17642217,17642218,1,0,0,1
chr19,17642233,17642234,1,0,0,1
chr19,17642238,17642239,2,0,0,2
chr19,17642244,17642245,2,0,0,2
chr19,17642253,17642254,2,0,0,2
chr19,17642257,17642258,1,0,0,1
chr19,17642264,17642265,1,0,0,1
chr19,17642270,17642271,2,0,0,2
chr19,17642295,17642296,2,0,0,2
chr19,17642301,17642302,1,0,0,1
chr19,17642305,17642306,1,0,0,1
chr19,17642309,17642310,2,0,0,2
chr19,17642321,17642322,3,0,0,3
chr19,17642323,17642324,1,0,0,1
chr19,17642344,17642345,1,0,0,1
chr19,17642350,17642351,1,0,0,1
chr19,17642351,17642352,1,0,0,1
chr19,17642368,17642369,1,0,0,1
chr19,17642372,17642373,2,0,0,2
chr19,17642392,17642393,1,0,0,1
chr19,17642399,17642400,1,0,0,1
chr19,17642406,17642407,1,0,0,1
chr19,17642407,17642408,1,0,0,1
chr19,17642417,17642418,1,0,0,1
chr19,17642418,17642419,1,0,0,1
chr19,17642428,17642429,1,0,0,1
chr19,17642437,17642438,1,0,0,1
chr19,17642443,17642444,1,0,0,1
chr19,17642444,17642445,1,0,0,1
chr19,17642447,17642448,1,0,0,1
chr19,17642467,17642468,1,0,0,1
chr19,17642474,17642475,1,0,0,1
chr19,17642478,17642479,1,0,0,1
chr19,17642489,17642490,1,0,0,1
chr19,17642566,17642567,1,0,0,1
chr19,17642597,17642598,1,0,0,1
chr19,17642599,17642600,1,0,0,1
chr19,17642684,17642685,1,0,0,1
chr19,17642722,17642723,1,0,0,1
chr19,17642738,17642739,1,0,0,1
chr19,17642748,17642749,1,0,0,1
chr19,17642757,17642758,1,0,0,1
chr19,17642786,17642787,1,0,0,1
chr19,17642813,17642814,1,0,0,1
chr19,17642822,17642823,1,0,0,1
chr19,17642830,17642831,1,0,0,1
chr19,17642845,17642846,1,0,0,1
chr19,17642898,17642899,1,0,0,1
chr19,17642908,17642909,1,0,0,1
chr19,17643709,17643710,1,0,0,1
chr19,17644119,17644120,1,0,0,1
chr19,17645958,17645959,1,0,0,1
chr19,17646054,17646055,1,0,0,1
chr19,17646056,17646057,1,0,0,1
chr19,17646690,17646691,1,0,0,1
chr19,17646705,17646706,1,0,0,1
chr19,17647295,17647296,1,0,0,1
chr19,17647303,17647304,1,0,0,1
chr19,17647331,17647332,1,0,0,1
chr19,17647386,17647387,1,0,0,1
chr19,17647424,17647425,1,0,0,1
chr19,17647569,17647570,1,0,0,1
chr19,17647929,17647930,1,0,0,1
chr19,17648054,17648055,1,0,0,1
chr19,17648355,17648356,1,0,0,1
chr19,17648392,17648393,1,0,0,1
chr19,17648404,17648405,1,0,0,1
chr19,17648455,17648456,1,0,0,1
chr19,17648576,17648577,1,0,0,1
chr19,17648580,17648581,1,0,0,1
chr19,17648636,17648637,1,0,0,1
chr19,17648663,17648664,1,0,0,1
chr19,17648705,17648706,1,0,0,1
chr19,17648729,17648730,1,0,0,1
chr19,17648832,17648833,1,0,0,1
chr19,17648836,17648837,1,0,0,1
chr19,17648923,17648924,1,0,0,1
chr19,17648955,17648956,1,0,0,1
chr19,17648963,17648964,1,0,0,1
chr19,17648985,17648986,1,0,0,1
chr19,17649102,17649103,1,0,0,1
chr19,17649196,17649197,1,0,0,1
chr19,17649244,17649245,1,0,0,1
chr19,17649655,17649656,1,0,0,1
chr19,17649690,17649691,1,0,0,1
chr19,17649891,17649892,1,0,0,1
chr19,17650091,17650092,1,0,0,1
chr19,17651361,17651362,1,0,0,1
chr19,17652656,17652657,1,0,0,1
chr19,17652737,17652738,1,0,0,1
chr19,17652888,17652889,1,0,0,1
chr19,17653979,17653980,1,0,0,1
chr19,17654768,17654769,1,0,0,1
chr19,17655288,17655289,1,0,0,1
chr19,17656454,17656455,1,0,0,1
chr19,17656496,17656497,1,0,0,1
chr19,17656556,17656557,1,0,0,1
chr19,17656977,17656978,1,0,0,1
chr19,17657159,17657160,1,0,0,1
chr19,17657160,17657161,1,0,0,1
chr19,17657209,17657210,1,0,0,1
chr19,17657377,17657378,1,0,0,1
chr19,17657553,17657554,1,0,0,1
chr19,17657575,17657576,1,0,0,1
chr19,17657655,17657656,1,0,0,1
chr19,17657708,17657709,1,0,0,1
chr19,17658047,17658048,1,0,0,1
chr19,17658191,17658192,1,0,0,1
chr19,17658219,17658220,1,0,0,1
chr19,17658227,17658228,1,0,0,1
chr19,17659450,17659451,1,0,0,1
chr19,17659871,17659872,1,0,0,1
chr19,17659933,17659934,1,0,0,1
chr19,17660988,17660989,1,0,0,1
chr19,17661249,17661250,1,0,0,1
chr19,17662995,17662996,1,0,0,1
chr19,17663017,17663018,1,0,0,1
chr19,17663095,17663096,1,0,0,1
chr19,17663198,17663199,1,0,0,1
chr19,17663206,17663207,1,0,0,1
chr19,17663232,17663233,1,0,0,1
chr19,17664180,17664181,1,0,0,1
chr19,17664469,17664470,1,0,0,1
chr19,17664660,17664661,1,0,0,1
chr19,17665206,17665207,1,0,0,1
chr19,17665605,17665606,1,0,0,1
chr19,17666349,17666350,1,0,0,1
chr19,17666870,17666871,1,0,0,1
chr19,17667567,17667568,1,0,0,1
chr19,17667942,17667943,1,0,0,1
chr19,17668023,17668024,1,0,0,1
chr19,17668523,17668524,1,0,0,1
chr19,17668977,17668978,1,0,0,1
chr19,17669175,17669176,1,0,0,1
chr19,17669237,17669238,1,0,0,1
chr19,17669459,17669460,1,0,0,1
chr19,17669668,17669669,1,0,0,1
chr19,17669728,17669729,1,0,0,1
chr19,17670550,17670551,1,0,0,1
chr19,17670609,17670610,1,0,0,1
chr19,17670634,17670635,1,0,0,1
chr19,17670647,17670648,1,0,0,1
chr19,17670674,17670675,1,0,0,1
chr19,17670686,17670687,1,0,0,1
chr19,17670697,17670698,1,0,0,1
chr19,17670774,17670775,1,0,0,1
chr19,17671159,17671160,1,0,0,1
chr19,17671220,17671221,1,0,0,1
chr19,17671258,17671259,1,0,0,1
chr19,17671303,17671304,1,0,0,1
chr19,17671487,17671488,1,0,0,1
chr19,17672202,17672203,1,0,0,1
chr19,17672295,17672296,1,0,0,1
chr19,17672308,17672309,1,0,0,1
chr19,17672349,17672350,1,0,0,1
chr19,17672439,17672440,1,0,0,1
chr19,17672470,17672471,1,0,0,1
chr19,17672630,17672631,1,0,0,1
chr19,17672654,17672655,1,0,0,1
chr19,17673045,17673046,1,0,0,1
chr19,17674084,17674085,1,0,0,1
chr19,17674663,17674664,1,0,0,1
chr19,17674791,17674792,1,0,0,1
chr19,17675312,17675313,3,0,0,3
chr19,17675558,17675559,1,0,0,1
chr19,17675827,17675828,1,0,0,1
chr19,17675830,17675831,1,0,0,1
chr19,17675870,17675871,1,0,0,1
chr19,17675909,17675910,1,0,0,1
chr19,17675962,17675963,2,0,0,2
chr19,17675981,17675982,1,0,0,1
chr19,17676084,17676085,1,0,0,1
chr19,17676106,17676107,1,0,0,1
chr19,17676131,17676132,1,0,0,1
chr19,17676138,17676139,1,0,0,1
chr19,17676139,17676140,1,0,0,1
chr19,17676196,17676197,1,0,0,1
chr19,17676258,17676259,1,0,0,1
chr19,17676296,17676297,1,0,0,1
chr19,17676348,17676349,1,0,0,1
chr19,17676379,17676380,1,0,0,1
chr19,17676411,17676412,1,0,0,1
chr19,17676445,17676446,1,0,0,1
chr19,17676559,17676560,1,0,0,1
chr19,17676668,17676669,1,0,0,1
chr19,17676933,17676934,1,0,0,1
chr19,17677026,17677027,1,0,0,1
chr19,17677027,17677028,1,0,0,1
chr19,17677153,17677154,1,0,0,1
chr19,17677155,17677156,1,0,0,1
chr19,17677195,17677196,1,0,0,1
chr19,17677217,17677218,1,0,0,1
chr19,17677224,17677225,1,0,0,1
chr19,17677258,17677259,1,0,0,1
chr19,17677268,17677269,1,0,0,1
chr19,17677289,17677290,1,0,0,1
chr19,17677299,17677300,1,0,0,1
chr19,17677313,17677314,1,0,0,1
chr19,17677325,17677326,1,0,0,1
chr19,17677348,17677349,1,0,0,1
chr19,17677717,17677718,1,0,0,1
chr19,17677783,17677784,1,0,0,1
chr19,17677891,17677892,1,0,0,1
chr19,17678037,17678038,1,0,0,1
chr19,17678066,17678067,1,0,0,1
chr19,17678289,17678290,1,0,0,1
chr19,17678556,17678557,1,0,0,1
chr19,17678604,17678605,1,0,0,1
chr19,17678755,17678756,1,0,0,1
chr19,17678842,17678843,1,0,0,1
chr19,17678866,17678867,1,0,0,1
chr19,17678870,17678871,1,0,0,1
chr19,17678901,17678902,1,0,0,1
chr19,17678938,17678939,1,0,0,1
chr19,17678970,17678971,1,0,0,1
chr19,17678986,17678987,1,0,0,1
chr19,17679098,17679099,1,0,0,1
chr19,17679140,17679141,1,0,0,1
chr19,17679471,17679472,1,0,0,1
chr19,17679480,17679481,1,0,0,1
chr19,17679505,17679506,1,0,0,1
chr19,17679601,17679602,1,0,0,1
chr19,17679675,17679676,1,0,0,1
chr19,17679759,17679760,1,0,0,1
chr19,17680063,17680064,1,0,0,1
chr19,17680128,17680129,1,0,0,1
chr19,17680276,17680277,1,0,0,1
chr19,17680547,17680548,1,0,0,1
chr19,17680680,17680681,1,0,0,1
chr19,17680694,17680695,1,0,0,1
chr19,17680712,17680713,1,0,0,1
chr19,17680808,17680809,1,0,0,1
chr19,17680868,17680869,1,0,0,1
chr19,17680872,17680873,1,0,0,1
chr19,17681027,17681028,1,0,0,1
chr19,17681258,17681259,1,0,0,1
chr19,17681278,17681279,1,0,0,1
chr19,17681307,17681308,1,0,0,1
chr19,17681420,17681421,1,0,0,1
chr19,17681531,17681532,1,0,0,1
chr19,17681771,17681772,1,0,0,1
chr19,17681945,17681946,1,0,0,1
chr19,17682341,17682342,1,0,0,1
chr19,17682352,17682353,1,0,0,1
chr19,17682362,17682363,1,0,0,1
chr19,17682658,17682659,1,0,0,1
chr19,17682669,17682670,1,0,0,1
chr19,17682691,17682692,1,0,0,1
chr19,17682693,17682694,1,0,0,1
chr19,17682762,17682763,1,0,0,1
chr19,17683294,17683295,1,0,0,1
chr19,17683523,17683524,1,0,0,1
chr19,17683566,17683567,1,0,0,1
chr19,17683708,17683709,1,0,0,1
chr19,17683754,17683755,1,0,0,1
chr19,17683822,17683823,1,0,0,1
chr19,17683973,17683974,1,0,0,1
chr19,17683983,17683984,1,0,0,1
chr19,17684053,17684054,1,0,0,1
chr19,17684152,17684153,1,0,0,1
chr19,17684163,17684164,1,0,0,1
chr19,17684204,17684205,1,0,0,1
chr19,17684312,17684313,1,0,0,1
chr19,17684340,17684341,1,0,0,1
chr19,17684399,17684400,1,0,0,1
chr19,17684450,17684451,1,0,0,1
chr19,17684518,17684519,1,0,0,1
chr19,17684556,17684557,1,0,0,1
chr19,17684591,17684592,1,0,0,1
chr19,17684657,17684658,1,0,0,1
chr19,17684709,17684710,1,0,0,1
chr19,17684791,17684792,1,0,0,1
chr19,17684883,17684884,1,0,0,1
chr19,17684904,17684905,1,0,0,1
chr19,17684952,17684953,1,0,0,1
chr19,17685153,17685154,1,0,0,1
chr19,17685164,17685165,1,0,0,1
chr19,17685539,17685540,2,0,0,2
chr19,17685548,17685549,1,0,0,1
chr19,17685600,17685601,1,0,0,1
chr19,17685670,17685671,1,0,0,1
chr19,17685840,17685841,1,0,0,1
chr19,17685841,17685842,1,0,0,1
chr19,17685923,17685924,1,0,0,1
chr19,17685924,17685925,1,0,0,1
chr19,17685970,17685971,1,0,0,1
chr19,17686045,17686046,1,0,0,1
chr19,17686111,17686112,1,0,0,1
chr19,17686160,17686161,1,0,0,1
chr19,17686204,17686205,1,0,0,1
chr19,17686213,17686214,1,0,0,1
chr19,17686254,17686255,1,0,0,1
chr19,17686294,17686295,1,0,0,1
chr19,17686566,17686567,1,0,0,1
chr19,17686573,17686574,1,0,0,1
chr19,17686631,17686632,1,0,0,1
chr19,17686674,17686675,1,0,0,1
chr19,17686676,17686677,1,0,0,1
chr19,17686823,17686824,1,0,0,1
chr19,17686854,17686855,1,0,0,1
chr19,17686884,17686885,1,0,0,1
chr19,17686921,17686922,1,0,0,1
chr19,17686922,17686923,1,0,0,1
chr19,17687025,17687026,1,0,0,1
chr19,17687096,17687097,1,0,0,1
chr19,17687234,17687235,1,0,0,1
chr19,17687236,17687237,1,0,0,1
chr19,17687272,17687273,1,0,0,1
chr19,17687318,17687319,1,0,0,1
chr19,17687341,17687342,1,0,0,1
chr19,17687342,17687343,1,0,0,1
chr19,17687345,17687346,1,0,0,1
chr19,17687381,17687382,1,0,0,1
chr19,17687388,17687389,1,0,0,1
chr19,17687429,17687430,1,0,0,1
chr19,17687478,17687479,1,0,0,1
chr19,17687605,17687606,1,0,0,1
chr19,17687614,17687615,1,0,0,1
chr19,17687668,17687669,1,0,0,1
chr19,17687700,17687701,1,0,0,1
chr19,17687701,17687702,1,0,0,1
chr19,17687702,17687703,1,0,0,1
chr19,17687704,17687705,1,0,0,1
chr19,17687709,17687710,1,0,0,1
chr19,17687725,17687726,2,0,0,2
chr19,17687799,17687800,1,0,0,1
chr19,17687809,17687810,2,0,0,2
chr19,17687830,17687831,1,0,0,1
chr19,17687834,17687835,1,0,0,1
chr19,17687846,17687847,1,0,0,1
chr19,17687854,17687855,1,0,0,1
chr19,17687859,17687860,1,0,0,1
chr19,17687878,17687879,1,0,0,1
chr19,17687896,17687897,1,0,0,1
chr19,17687999,17688000,1,0,0,1
chr19,17688075,17688076,1,0,0,1
chr19,17688094,17688095,1,0,0,1
chr19,17688095,17688096,1,0,0,1
chr19,17688115,17688116,1,0,0,1
chr19,17688187,17688188,1,0,0,1
chr19,17688345,17688346,1,0,0,1
chr9,35162472,35162473,1,0,0,1
chr9,35162574,35162575,1,0,0,1
chr9,35162819,35162820,1,0,0,1
chr9,35163069,35163070,1,0,0,1
chr9,35163133,35163134,1,0,0,1
chr9,35163195,35163196,1,0,0,1
chr9,35164733,35164734,1,0,0,1
chr9,35164917,35164918,1,0,0,1
chr9,35166315,35166316,1,0,0,1
chr9,35167601,35167602,1,0,0,1
chr9,35169685,35169686,1,0,0,1
chr9,35169690,35169691,1,0,0,1
chr9,35169765,35169766,1,0,0,1
chr9,35171840,35171841,1,0,0,1
chr9,35171896,35171897,1,0,0,1
chr9,35172000,35172001,1,0,0,1
chr9,35172188,35172189,1,0,0,1
chr9,35172294,35172295,1,0,0,1
chr9,35173168,35173169,1,0,0,1
chr9,35173739,35173740,1,0,0,1
chr9,35173984,35173985,1,0,0,1
chr9,35176909,35176910,1,0,0,1
chr9,35178912,35178913,1,0,0,1
chr9,35179841,35179842,1,0,0,1
chr9,35180339,35180340,1,0,0,1
chr9,35180356,35180357,1,0,0,1
chr9,35180375,35180376,1,0,0,1
chr9,35180385,35180386,1,0,0,1
chr9,35180483,35180484,1,0,0,1
chr9,35180855,35180856,1,0,0,1
chr9,35181137,35181138,1,0,0,1
chr9,35181551,35181552,1,0,0,1
chr9,35189063,35189064,1,0,0,1
chr9,35191878,35191879,1,0,0,1
chr9,35194147,35194148,1,0,0,1
chr9,35195799,35195800,1,0,0,1
chr9,35198981,35198982,1,0,0,1
chr9,35200152,35200153,1,0,0,1
chr9,35203535,35203536,1,0,0,1
chr9,35204608,35204609,1,0,0,1
chr9,35204873,35204874,1,0,0,1
chr9,35205165,35205166,1,0,0,1
chr9,35205275,35205276,1,0,0,1
chr9,35205283,35205284,1,0,0,1
chr9,35205679,35205680,1,0,0,1
chr9,35205834,35205835,1,0,0,1
chr9,35206967,35206968,1,0,0,1
chr9,35207940,35207941,1,0,0,1
chr9,35208822,35208823,1,0,0,1
chr9,35210433,35210434,1,0,0,1
chr9,35210834,35210835,1,0,0,1
chr9,35211080,35211081,1,0,0,1
chr9,35211319,35211320,1,0,0,1
chr9,35211352,35211353,1,0,0,1
chr9,35211353,35211354,1,0,0,1
chr9,35211358,35211359,1,0,0,1
chr9,35211413,35211414,1,0,0,1
chr9,35211570,35211571,1,0,0,1
chr9,35212761,35212762,1,0,0,1
chr9,35214133,35214134,1,0,0,1
chr9,35216974,35216975,1,0,0,1
chr9,35217026,35217027,1,0,0,1
chr9,35217057,35217058,1,0,0,1
chr9,35217202,35217203,1,0,0,1
chr9,35218478,35218479,1,0,0,1
chr9,35219645,35219646,1,0,0,1
chr9,35220768,35220769,1,0,0,1
chr9,35222160,35222161,1,0,0,1
chr9,35223518,35223519,1,0,0,1
chr9,35223534,35223535,1,0,0,1
chr9,35223906,35223907,1,0,0,1
chr9,35224436,35224437,1,0,0,1
chr9,35224452,35224453,1,0,0,1
chr9,35225337,35225338,1,0,0,1
chr9,35225687,35225688,1,0,0,1
chr9,35226999,35227000,1,0,0,1
chr9,35227353,35227354,1,0,0,1
chr9,35227438,35227439,1,0,0,1
chr9,35227863,35227864,1,0,0,1
chr9,35228019,35228020,1,0,0,1
chr9,35228665,35228666,1,0,0,1
chr9,35228681,35228682,1,0,0,1
chr9,35228702,35228703,1,0,0,1
chr9,35228731,35228732,1,0,0,1
chr9,35229013,35229014,1,0,0,1
chr9,35229117,35229118,1,0,0,1
chr9,35229352,35229353,1,0,0,1
chr9,35229461,35229462,1,0,0,1
chr9,35230551,35230552,1,0,0,1
chr9,35230686,35230687,1,0,0,1
chr9,35230687,35230688,3,0,0,3
chr9,35230815,35230816,1,0,0,1
chr9,35230841,35230842,1,0,0,1
chr9,35231001,35231002,1,0,0,1
chr9,35232253,35232254,1,0,0,1
chr9,35233376,35233377,1,0,0,1
chr9,35233520,35233521,1,0,0,1
chr9,35236852,35236853,1,0,0,1
chr9,35237087,35237088,1,0,0,1
chr9,35237582,35237583,1,0,0,1
chr9,35237588,35237589,1,0,0,1
chr9,35237707,35237708,1,0,0,1
chr9,35237923,35237924,1,0,0,1
chr9,35238969,35238970,1,0,0,1
chr9,35242170,35242171,1,0,0,1
chr9,35243631,35243632,1,0,0,1
chr9,35248474,35248475,1,0,0,1
chr9,35250663,35250664,1,0,0,1
chr9,35254321,35254322,1,0,0,1
chr9,35254390,35254391,1,0,0,1
chr9,35254753,35254754,1,0,0,1
chr9,35255632,35255633,1,0,0,1
chr9,35258991,35258992,1,0,0,1
chr9,35259110,35259111,1,0,0,1
chr9,35259206,35259207,1,0,0,1
chr9,35259411,35259412,1,0,0,1
chr9,35259784,35259785,1,0,0,1
chr9,35259819,35259820,1,0,0,1
chr9,35259907,35259908,1,0,0,1
chr9,35260788,35260789,1,0,0,1
chr9,35261021,35261022,1,0,0,1
chr9,35261291,35261292,1,0,0,1
chr9,35262991,35262992,1,0,0,1
chr9,35263041,35263042,1,0,0,1
chr9,35263162,35263163,1,0,0,1
chr9,35263833,35263834,1,0,0,1
chr9,35264515,35264516,1,0,0,1
chr9,35264528,35264529,1,0,0,1
chr9,35264608,35264609,1,0,0,1
chr9,35264705,35264706,1,0,0,1
chr9,35264878,35264879,1,0,0,1
chr9,35264976,35264977,1,0,0,1
chr9,35265024,35265025,1,0,0,1
chr9,35265063,35265064,1,0,0,1
chr9,35265072,35265073,1,0,0,1
chr9,35265073,35265074,1,0,0,1
chr9,35265114,35265115,1,0,0,1
chr9,35265130,35265131,2,0,0,2
chr9,35265353,35265354,1,0,0,1
chr9,35266001,35266002,1,0,0,1
chr9,35266226,35266227,2,0,0,2
chr9,35266766,35266767,1,0,0,1
chr9,35266961,35266962,1,0,0,1
chr9,35267042,35267043,1,0,0,1
chr9,35267121,35267122,1,0,0,1
chr9,35267180,35267181,1,0,0,1
chr9,35267334,35267335,1,0,0,1
chr9,35267636,35267637,1,0,0,1
chr9,35267695,35267696,1,0,0,1
chr9,35268857,35268858,1,0,0,1
chr9,35269844,35269845,1,0,0,1
chr9,35270611,35270612,1,0,0,1
chr9,35270828,35270829,1,0,0,1
chr9,35271591,35271592,1,0,0,1
chr9,35272630,35272631,1,0,0,1
chr9,35273318,35273319,1,0,0,1
chr9,35274211,35274212,1,0,0,1
chr9,35274295,35274296,1,0,0,1
chr9,35276365,35276366,1,0,0,1
chr9,35276604,35276605,1,0,0,1
chr9,35277056,35277057,1,0,0,1
chr9,35277139,35277140,1,0,0,1
chr9,35277439,35277440,1,0,0,1
chr9,35279657,35279658,1,0,0,1
chr9,35279980,35279981,1,0,0,1
chr9,35280077,35280078,1,0,0,1
chr9,35280250,35280251,1,0,0,1
chr9,35280750,35280751,1,0,0,1
chr9,35280839,35280840,1,0,0,1
chr9,35280936,35280937,1,0,0,1
chr9,35281458,35281459,1,0,0,1
chr9,35282415,35282416,1,0,0,1
chr9,35282528,35282529,1,0,0,1
chr9,35283290,35283291,1,0,0,1
chr9,35286697,35286698,1,0,0,1
chr9,35286949,35286950,1,0,0,1
chr9,35290002,35290003,1,0,0,1
chr9,35290757,35290758,1,0,0,1
chr9,35291680,35291681,1,0,0,1
chr9,35291742,35291743,1,0,0,1
chr9,35292074,35292075,1,0,0,1
chr9,35292192,35292193,1,0,0,1
chr9,35292394,35292395,1,0,0,1
chr9,35293475,35293476,1,0,0,1
chr9,35293636,35293637,1,0,0,1
chr9,35294284,35294285,1,0,0,1
chr9,35296955,35296956,1,0,0,1
chr9,35298004,35298005,1,0,0,1
