gene_name,gene_id,lsv_id,deltaPSI,p_d_psi_0_10_per_lsv_junction,FDR,control_e_psi,tdp_kd_e_psi,lsv_type,a5ss,a3ss,es,num_junctions,num_exons,de_novo_junctions,chr,strand,lsv_junc,exon_start,exon_end,junc_start,junc_end,ir_start,ir_end,junc_dist,paste_into_igv_junction,paste_into_igv_exon,exon_length,exon_mod_3,exon_type
SFXN2,ENSG00000156398.13,ENSG00000156398.13:s:102714538-102714995,-0.111733846738414,0.523870419689225,4.98867032727723e-06,0.886,0.716,s|1e1.1o2|1e1.2o2|1e2.2o2,FALSE,TRUE,TRUE,3,3,1,chr10,+,ENSG00000156398.13:s:102714538-102714995_102714681-102726612,102726500,102726797,102714681,102726612,,,11931,chr10:102714681-102726612,chr10:102726500-102726797,297,0,source
SFXN2,ENSG00000156398.13,ENSG00000156398.13:s:102728431-102728576,-0.146147530558967,0.621566352164719,4.61478293611872e-06,0.545,0.312,s|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr10,+,ENSG00000156398.13:s:102728431-102728576_102728529-102729319,102728431,102728576,102728529,102729319,,,790,chr10:102728529-102729319,chr10:102728431-102728576,145,1,source
SFXN2,ENSG00000156398.13,ENSG00000156398.13:s:102728431-102728576,0.146147525398779,0.621566166019559,4.61458602100603e-06,0.455,0.688,s|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr10,+,ENSG00000156398.13:s:102728431-102728576_102728529-102729723,102729319,102729506,102728529,102729723,,,1194,chr10:102728529-102729723,chr10:102729319-102729506,187,1,source
ZFAND2B,ENSG00000158552.13,ENSG00000158552.13:s:219206782-219206845,0.100346481791984,0.492387873145584,4.19676778954949e-06,0.069,0.195,s|1e1.5o6|1e1.6o6,FALSE,TRUE,FALSE,2,2,1,chr2,+,ENSG00000158552.13:s:219206782-219206845_219206845-219206967,219206782,219206845,219206845,219206967,,,122,chr2:219206845-219206967,chr2:219206782-219206845,63,0,source
ZFAND2B,ENSG00000158552.13,ENSG00000158552.13:s:219206782-219206845,-0.100346513440449,0.492388359654081,4.19701212961421e-06,0.931,0.805,s|1e1.5o6|1e1.6o6,FALSE,TRUE,FALSE,2,2,1,chr2,+,ENSG00000158552.13:s:219206782-219206845_219206845-219206970,219206848,219207042,219206845,219206970,,,125,chr2:219206845-219206970,chr2:219206848-219207042,194,2,source
SCUBE1,ENSG00000159307.19,ENSG00000159307.19:s:43258219-43258335,0.235529316722892,0.993322148522229,3.12744098562552e-08,0.2,0.444,s|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr22,-,ENSG00000159307.19:s:43258219-43258335_43255577-43258219,43237576,43238954,43255577,43258219,,,2642,chr22:43255577-43258219,chr22:43237576-43238954,1378,1,source
SCUBE1,ENSG00000159307.19,ENSG00000159307.19:s:43258219-43258335,-0.235529336985221,0.993322164492617,3.12755349396454e-08,0.8,0.556,s|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr22,-,ENSG00000159307.19:s:43258219-43258335_43238954-43258219,43255488,43255577,43238954,43258219,,,19265,chr22:43238954-43258219,chr22:43255488-43255577,89,2,source
SCUBE1,ENSG00000159307.19,ENSG00000159307.19:t:43237576-43238954,-0.19990020658895,0.949484746472814,4.16923830459659e-07,0.683,0.476,t|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr22,-,ENSG00000159307.19:t:43237576-43238954_43238954-43258219,43237576,43238954,43238954,43258219,,,19265,chr22:43238954-43258219,chr22:43237576-43238954,1378,1,target
SCUBE1,ENSG00000159307.19,ENSG00000159307.19:t:43237576-43238954,0.199900209644466,0.949484752143436,4.16905485879545e-07,0.317,0.524,t|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr22,-,ENSG00000159307.19:t:43237576-43238954_43238954-43255488,43255488,43255577,43238954,43255488,,,16534,chr22:43238954-43255488,chr22:43255488-43255577,89,2,target
DBF4B,ENSG00000161692.18,ENSG00000161692.18:s:44738379-44738424,-0.0202951162908711,0.118690558102112,1.97505645022078e-05,0.45,0.4,s|1e1.1o2|1e1.2o2|1e2.1o1,FALSE,TRUE,TRUE,3,3,1,chr17,+,ENSG00000161692.18:s:44738379-44738424_44738424-44741336,44738379,44738424,44738424,44741336,,,2912,chr17:44738424-44741336,chr17:44738379-44738424,45,0,source
DBF4B,ENSG00000161692.18,ENSG00000161692.18:s:44738379-44738424,-0.0584503642908901,0.26782484444672,1.04452632855301e-05,0.475,0.356,s|1e1.1o2|1e1.2o2|1e2.1o1,FALSE,TRUE,TRUE,3,3,0,chr17,+,ENSG00000161692.18:s:44738379-44738424_44738424-44741401,44741336,44741452,44738424,44741401,,,2977,chr17:44738424-44741401,chr17:44741336-44741452,116,2,source
DBF4B,ENSG00000161692.18,ENSG00000161692.18:s:44738379-44738424,0.130301554025375,0.648997448550443,3.06907045179779e-06,0.075,0.243,s|1e1.1o2|1e1.2o2|1e2.1o1,FALSE,TRUE,TRUE,3,3,0,chr17,+,ENSG00000161692.18:s:44738379-44738424_44738424-44747083,44747083,44747191,44738424,44747083,,,8659,chr17:44738424-44747083,chr17:44747083-44747191,108,0,source
DBF4B,ENSG00000161692.18,ENSG00000161692.18:t:44733659-44734163,-0.0832970044397991,0.397625100481721,6.49883609110669e-05,0.221,0.09,t|1e1.1o5|1e2.1o2|i,FALSE,FALSE,TRUE,3,3,1,chr17,+,ENSG00000161692.18:t:44733659-44734163_44731015-44734090,44730965,44731422,44731015,44734090,44732878,44733658,3075,chr17:44731015-44734090,chr17:44730965-44731422,457,1,target
DBF4B,ENSG00000161692.18,ENSG00000161692.18:t:44733659-44734163,0.150367704448695,0.684012273653648,2.85656182503224e-05,0.561,0.771,t|1e1.1o5|1e2.1o2|i,FALSE,FALSE,TRUE,3,3,1,chr17,+,ENSG00000161692.18:t:44733659-44734163_44732265-44734090,44732178,44732877,44732265,44734090,,,1825,chr17:44732265-44734090,chr17:44732178-44732877,699,0,target
DBF4B,ENSG00000161692.18,ENSG00000161692.18:t:44733659-44734163,-0.0394283123933418,0.16643667488562,0.000154711384041661,0.221,0.14,t|1e1.1o5|1e2.1o2|i,FALSE,FALSE,TRUE,3,3,0,chr17,+,ENSG00000161692.18:t:44733659-44734163_44732878-44733658,44733659,44734163,44732878,44733658,,,780,chr17:44732878-44733658,chr17:44733659-44734163,504,0,target
DBF4B,ENSG00000161692.18,ENSG00000161692.18:t:44747083-44747191,0.135107118031538,0.706070135892164,2.23308970644268e-06,0.046,0.204,t|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,0,chr17,+,ENSG00000161692.18:t:44747083-44747191_44738424-44747083,44738379,44738424,44738424,44747083,,,8659,chr17:44738424-44747083,chr17:44738379-44738424,45,0,target
DBF4B,ENSG00000161692.18,ENSG00000161692.18:t:44747083-44747191,-0.13510716070451,0.706070575512744,2.23320801817639e-06,0.954,0.796,t|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr17,+,ENSG00000161692.18:t:44747083-44747191_44741452-44747083,44741336,44741452,44741452,44747083,,,5631,chr17:44741452-44747083,chr17:44741336-44741452,116,2,target
LRATD1,ENSG00000162981.14,ENSG00000162981.14:t:14648981-14649453,-0.00450277150573232,0.00589583282375925,0.00239181988508186,0.107,0.099,t|1e1.1o3|2e1.1o3|3e2.1o1|3e3.1o3|3e4.1o1|i,FALSE,TRUE,TRUE,6,5,0,chr2,+,ENSG00000162981.14:t:14648981-14649453_14635644-14648981,14632700,14632937,14635644,14648981,14646466,14648981,13337,chr2:14635644-14648981,chr2:14632700-14632937,237,0,target
LRATD1,ENSG00000162981.14,ENSG00000162981.14:t:14648981-14649453,0.0151471499222275,0.000680027380120678,0.0214788609875044,0.008,0.054,t|1e1.1o3|2e1.1o3|3e2.1o1|3e3.1o3|3e4.1o1|i,FALSE,TRUE,TRUE,6,5,0,chr2,+,ENSG00000162981.14:t:14648981-14649453_14635644-14649313,14633944,14640041,14635644,14649313,,,13669,chr2:14635644-14649313,chr2:14633944-14640041,6097,1,target
LRATD1,ENSG00000162981.14,ENSG00000162981.14:t:14648981-14649453,0.107987176123998,0.585507940719107,1.44326392270687e-05,0.021,0.139,t|1e1.1o3|2e1.1o3|3e2.1o1|3e3.1o3|3e4.1o1|i,FALSE,TRUE,TRUE,6,5,0,chr2,+,ENSG00000162981.14:t:14648981-14649453_14632937-14649316,14646404,14646465,14632937,14649316,,,16379,chr2:14632937-14649316,chr2:14646404-14646465,61,1,target
LRATD1,ENSG00000162981.14,ENSG00000162981.14:t:14648981-14649453,-0.121643867855394,0.622568076933247,3.13157045864765e-05,0.501,0.353,t|1e1.1o3|2e1.1o3|3e2.1o1|3e3.1o3|3e4.1o1|i,FALSE,TRUE,TRUE,6,5,1,chr2,+,ENSG00000162981.14:t:14648981-14649453_14635644-14649316,14648981,14649453,14635644,14649316,,,13672,chr2:14635644-14649316,chr2:14648981-14649453,472,1,target
LRATD1,ENSG00000162981.14,ENSG00000162981.14:t:14648981-14649453,0.000220065871271979,1.64161294819478e-07,0.362306326348178,0.008,0.023,t|1e1.1o3|2e1.1o3|3e2.1o1|3e3.1o3|3e4.1o1|i,FALSE,TRUE,TRUE,6,5,1,chr2,+,ENSG00000162981.14:t:14648981-14649453_14646465-14649316,,,14646465,14649316,,,2851,chr2:14646465-14649316,chr2:NA-NA,,,target
LRATD1,ENSG00000162981.14,ENSG00000162981.14:t:14648981-14649453,-0.00791420526899135,0.0320664517668997,0.00055052735582406,0.35,0.331,t|1e1.1o3|2e1.1o3|3e2.1o1|3e3.1o3|3e4.1o1|i,FALSE,TRUE,TRUE,6,5,0,chr2,+,ENSG00000162981.14:t:14648981-14649453_14646466-14648981,,,14646466,14648981,,,2515,chr2:14646466-14648981,chr2:NA-NA,,,target
ZMYM6,ENSG00000163867.17,ENSG00000163867.17:t:35030149-35030756,0.0605332769847164,0.256574524967797,9.84736557609576e-06,0.645,0.748,t|1e1.1o1|1e2.2o2|1e3.1o1,FALSE,FALSE,TRUE,3,4,1,chr1,-,ENSG00000163867.17:t:35030149-35030756_35030713-35031815,35030149,35030756,35030713,35031815,,,1102,chr1:35030713-35031815,chr1:35030149-35030756,607,1,target
ZMYM6,ENSG00000163867.17,ENSG00000163867.17:t:35030149-35030756,0.019199180518534,0.0273714512926955,5.91507675941887e-05,0.077,0.114,t|1e1.1o1|1e2.2o2|1e3.1o1,FALSE,FALSE,TRUE,3,4,1,chr1,-,ENSG00000163867.17:t:35030149-35030756_35030713-35031526,35031267,35031337,35030713,35031526,,,813,chr1:35030713-35031526,chr1:35031267-35031337,70,1,target
ZMYM6,ENSG00000163867.17,ENSG00000163867.17:t:35030149-35030756,-0.105231891001445,0.528206110115725,4.08124626083417e-06,0.277,0.139,t|1e1.1o1|1e2.2o2|1e3.1o1,FALSE,FALSE,TRUE,3,4,1,chr1,-,ENSG00000163867.17:t:35030149-35030756_35030713-35031267,35031526,35031711,35030713,35031267,,,554,chr1:35030713-35031267,chr1:35031526-35031711,185,2,target
STARD4,ENSG00000164211.13,ENSG00000164211.13:s:111512385-111512590,0.0786821243765192,0.344666874586592,7.28512645377959e-06,0.097,0.206,s|1e1.1o1|2e1.1o1|2e2.1o1,TRUE,FALSE,TRUE,3,3,1,chr5,-,ENSG00000164211.13:s:111512385-111512590_111507442-111512391,111506216,111506379,111507442,111512391,,,4949,chr5:111507442-111512391,chr5:111506216-111506379,163,1,source
STARD4,ENSG00000164211.13,ENSG00000164211.13:s:111512385-111512590,-0.209924841604479,0.935115647860686,6.30238455423537e-07,0.762,0.53,s|1e1.1o1|2e1.1o1|2e2.1o1,TRUE,FALSE,TRUE,3,3,1,chr5,-,ENSG00000164211.13:s:111512385-111512590_111507442-111512385,111507329,111507442,111507442,111512385,,,4943,chr5:111507442-111512385,chr5:111507329-111507442,113,2,source
STARD4,ENSG00000164211.13,ENSG00000164211.13:s:111512385-111512590,0.0923337512543629,0.438678633816879,5.48236183478617e-06,0.14,0.263,s|1e1.1o1|2e1.1o1|2e2.1o1,TRUE,FALSE,TRUE,3,3,1,chr5,-,ENSG00000164211.13:s:111512385-111512590_111506379-111512385,111512385,111512590,111506379,111512385,,,6006,chr5:111506379-111512385,chr5:111512385-111512590,205,1,source
STARD4,ENSG00000164211.13,ENSG00000164211.13:t:111506216-111506379,0.119717308889602,0.573635405818602,4.21473138451523e-06,0.206,0.373,t|1e1.2o2|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr5,-,ENSG00000164211.13:t:111506216-111506379_111506379-111512385,111506216,111506379,111506379,111512385,,,6006,chr5:111506379-111512385,chr5:111506216-111506379,163,1,target
STARD4,ENSG00000164211.13,ENSG00000164211.13:t:111506216-111506379,-0.119717349443066,0.573635770883775,4.21494466029682e-06,0.794,0.627,t|1e1.2o2|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr5,-,ENSG00000164211.13:t:111506216-111506379_111506379-111507329,111507329,111507442,111506379,111507329,,,950,chr5:111506379-111507329,chr5:111507329-111507442,113,2,target
FXN,ENSG00000165060.14,ENSG00000165060.14:s:69064938-69065043,0.103159368948056,0.528319105573823,2.60114202782561e-06,0.828,0.942,s|1e1.1o1|1e2.1o1|2e3.1o1,TRUE,FALSE,TRUE,3,4,1,chr9,+,ENSG00000165060.14:s:69064938-69065043_69065035-69072612,69064938,69065043,69065035,69072612,,,7577,chr9:69065035-69072612,chr9:69064938-69065043,105,0,source
FXN,ENSG00000165060.14,ENSG00000165060.14:s:69064938-69065043,-0.0798726446656576,0.322324373357838,5.05102751779951e-06,0.116,0.027,s|1e1.1o1|1e2.1o1|2e3.1o1,TRUE,FALSE,TRUE,3,4,1,chr9,+,ENSG00000165060.14:s:69064938-69065043_69065035-69099901,69072612,69079091,69065035,69099901,,,34866,chr9:69065035-69099901,chr9:69072612-69079091,6479,2,source
FXN,ENSG00000165060.14,ENSG00000165060.14:s:69064938-69065043,-0.0235253945724617,0.000322920201663436,0.00590695504188266,0.057,0.032,s|1e1.1o1|1e2.1o1|2e3.1o1,TRUE,FALSE,TRUE,3,4,1,chr9,+,ENSG00000165060.14:s:69064938-69065043_69065043-69072612,69099901,69100178,69065043,69072612,,,7569,chr9:69065043-69072612,chr9:69099901-69100178,277,1,source
CEP57,ENSG00000166037.11,ENSG00000166037.11:s:95790461-95790743,0.0505615206254563,0.0212620909870226,0.00221918581882273,0.016,0.077,s|1e1.1o1|1e2.1o2|1e3.1o2|1e3.2o2|i,FALSE,TRUE,TRUE,5,4,1,chr11,+,ENSG00000166037.11:s:95790461-95790743_95790743-95794221,95790461,95790743,95790743,95794221,95790744,95794220,3478,chr11:95790743-95794221,chr11:95790461-95790743,282,0,source
CEP57,ENSG00000166037.11,ENSG00000166037.11:s:95790461-95790743,0.0137476290179469,0.00352217701759654,0.00392299341321651,0.07,0.101,s|1e1.1o1|1e2.1o2|1e3.1o2|1e3.2o2|i,FALSE,TRUE,TRUE,5,4,1,chr11,+,ENSG00000166037.11:s:95790461-95790743_95790743-95795516,95794221,95794359,95790743,95795516,,,4773,chr11:95790743-95795516,chr11:95794221-95794359,138,0,source
CEP57,ENSG00000166037.11,ENSG00000166037.11:s:95790461-95790743,-0.108325762917745,0.570484163340006,3.53789738068988e-05,0.906,0.792,s|1e1.1o1|1e2.1o2|1e3.1o2|1e3.2o2|i,FALSE,TRUE,TRUE,5,4,1,chr11,+,ENSG00000166037.11:s:95790461-95790743_95790743-95799232,95795516,95795559,95790743,95799232,,,8489,chr11:95790743-95799232,chr11:95795516-95795559,43,1,source
CEP57,ENSG00000166037.11,ENSG00000166037.11:s:95790461-95790743,2.86304148938567e-07,7.2995764021761e-21,0.477700057996056,0.007,0.011,s|1e1.1o1|1e2.1o2|1e3.1o2|1e3.2o2|i,FALSE,TRUE,TRUE,5,4,1,chr11,+,ENSG00000166037.11:s:95790461-95790743_95790743-95799237,95799232,95799388,95790743,95799237,,,8494,chr11:95790743-95799237,chr11:95799232-95799388,156,0,source
CEP57,ENSG00000166037.11,ENSG00000166037.11:s:95790461-95790743,0.000216785971156509,3.25775811882496e-08,0.443844183558049,0,0.019,s|1e1.1o1|1e2.1o2|1e3.1o2|1e3.2o2|i,FALSE,TRUE,TRUE,5,4,0,chr11,+,ENSG00000166037.11:s:95790461-95790743_95790744-95794220,,,95790744,95794220,,,3476,chr11:95790744-95794220,chr11:NA-NA,,,source
ANKS3,ENSG00000168096.14,ENSG00000168096.14:s:4729358-4730246,0.027306400555212,0.0831398600115339,0.000268049225758703,0.388,0.444,s|1e1.2o3|1e2.2o3|1e3.2o2|1e4.2o2|i,FALSE,FALSE,TRUE,5,5,1,chr16,-,ENSG00000168096.14:s:4729358-4730246_4727177-4729980,4714016,4714296,4727177,4729980,4728079,4729357,2803,chr16:4727177-4729980,chr16:4714016-4714296,280,1,source
ANKS3,ENSG00000168096.14,ENSG00000168096.14:s:4729358-4730246,-0.10809626356295,0.557644387041434,3.7368174434782e-05,0.391,0.256,s|1e1.2o3|1e2.2o3|1e3.2o2|1e4.2o2|i,FALSE,FALSE,TRUE,5,5,1,chr16,-,ENSG00000168096.14:s:4729358-4730246_4726780-4729980,4724750,4725122,4726780,4729980,,,3200,chr16:4726780-4729980,chr16:4724750-4725122,372,0,source
ANKS3,ENSG00000168096.14,ENSG00000168096.14:s:4729358-4730246,0.00401092310317762,0.00548506582168249,0.00217385685404041,0.107,0.118,s|1e1.2o3|1e2.2o3|1e3.2o2|1e4.2o2|i,FALSE,FALSE,TRUE,5,5,1,chr16,-,ENSG00000168096.14:s:4729358-4730246_4724831-4729980,4726659,4726854,4724831,4729980,,,5149,chr16:4724831-4729980,chr16:4726659-4726854,195,0,source
ANKS3,ENSG00000168096.14,ENSG00000168096.14:s:4729358-4730246,0.0492543987181682,0.0559757913895505,0.000717450946181698,0.024,0.084,s|1e1.2o3|1e2.2o3|1e3.2o2|1e4.2o2|i,FALSE,FALSE,TRUE,5,5,1,chr16,-,ENSG00000168096.14:s:4729358-4730246_4714186-4729980,4726979,4728078,4714186,4729980,,,15794,chr16:4714186-4729980,chr16:4726979-4728078,1099,1,source
ANKS3,ENSG00000168096.14,ENSG00000168096.14:s:4729358-4730246,0.00433105752639075,0.00215311766425342,0.00509020018182105,0.088,0.096,s|1e1.2o3|1e2.2o3|1e3.2o2|1e4.2o2|i,FALSE,FALSE,TRUE,5,5,0,chr16,-,ENSG00000168096.14:s:4729358-4730246_4728079-4729357,4729358,4730246,4728079,4729357,,,1278,chr16:4728079-4729357,chr16:4729358-4730246,888,0,source
ANKS3,ENSG00000168096.14,ENSG00000168096.14:t:4726659-4726854,0.0762186564923777,0.337390549620365,7.3019890911545e-06,0.276,0.383,t|1e1.1o1|2e2.1o2|2e3.1o1,FALSE,TRUE,TRUE,3,4,1,chr16,-,ENSG00000168096.14:t:4726659-4726854_4726854-4726979,4726659,4726854,4726854,4726979,,,125,chr16:4726854-4726979,chr16:4726659-4726854,195,0,target
ANKS3,ENSG00000168096.14,ENSG00000168096.14:t:4726659-4726854,-0.255709004482447,0.994270608746287,4.84949529422352e-08,0.527,0.257,t|1e1.1o1|2e2.1o2|2e3.1o1,FALSE,TRUE,TRUE,3,4,1,chr16,-,ENSG00000168096.14:t:4726659-4726854_4726780-4729980,4726979,4728078,4726780,4729980,,,3200,chr16:4726780-4729980,chr16:4726979-4728078,1099,1,target
ANKS3,ENSG00000168096.14,ENSG00000168096.14:t:4726659-4726854,0.140112868100731,0.741442460796418,1.82718617027905e-06,0.198,0.359,t|1e1.1o1|2e2.1o2|2e3.1o1,FALSE,TRUE,TRUE,3,4,1,chr16,-,ENSG00000168096.14:t:4726659-4726854_4726780-4726979,4729358,4730246,4726780,4726979,,,199,chr16:4726780-4726979,chr16:4729358-4730246,888,0,target
UPF3A,ENSG00000169062.15,ENSG00000169062.15:t:114285077-114286400,3.96164966988162e-07,7.29960617801583e-21,0.476981313504588,0.009,0.016,t|1e1.1o2|2e1.1o2|2e2.1o1|i,FALSE,TRUE,TRUE,4,3,1,chr13,+,ENSG00000169062.15:t:114285077-114286400_114282943-114286259,nan,114284358,114282943,114286259,114283730,114285076,3316,chr13:114282943-114286259,chr13:nan-114284358,,,target
UPF3A,ENSG00000169062.15,ENSG00000169062.15:t:114285077-114286400,-0.119172178941112,0.657861811876365,1.86342350434465e-05,0.486,0.358,t|1e1.1o2|2e1.1o2|2e2.1o1|i,FALSE,TRUE,TRUE,4,3,1,chr13,+,ENSG00000169062.15:t:114285077-114286400_114282943-114286302,114282837,114283729,114282943,114286302,,,3359,chr13:114282943-114286302,chr13:114282837-114283729,892,1,target
UPF3A,ENSG00000169062.15,ENSG00000169062.15:t:114285077-114286400,0.0766943289059836,0.310757140889922,8.44493148197631e-05,0.22,0.313,t|1e1.1o2|2e1.1o2|2e2.1o1|i,FALSE,TRUE,TRUE,4,3,0,chr13,+,ENSG00000169062.15:t:114285077-114286400_114284358-114286302,114285077,114286400,114284358,114286302,,,1944,chr13:114284358-114286302,chr13:114285077-114286400,1323,0,target
UPF3A,ENSG00000169062.15,ENSG00000169062.15:t:114285077-114286400,0.0164523181259595,0.0143610721193135,0.00120438813281338,0.282,0.314,t|1e1.1o2|2e1.1o2|2e2.1o1|i,FALSE,TRUE,TRUE,4,3,0,chr13,+,ENSG00000169062.15:t:114285077-114286400_114283730-114285076,,,114283730,114285076,,,1346,chr13:114283730-114285076,chr13:NA-NA,,,target
ASXL1,ENSG00000171456.19,ENSG00000171456.19:s:32358966-32359334,-0.153418746340932,0.756471205624232,1.86291135108041e-05,0.26,0.071,s|1e1.1o1|i,FALSE,FALSE,FALSE,2,2,1,chr20,+,ENSG00000171456.19:s:32358966-32359334_32359334-32366384,32358966,32359334,32359334,32366384,32359335,32359564,7050,chr20:32359334-32366384,chr20:32358966-32359334,368,2,source
ASXL1,ENSG00000171456.19,ENSG00000171456.19:s:32358966-32359334,0.153418710187779,0.756470922956755,1.86277000570719e-05,0.74,0.929,s|1e1.1o1|i,FALSE,FALSE,FALSE,2,2,1,chr20,+,ENSG00000171456.19:s:32358966-32359334_32359335-32359564,32366384,32366467,32359335,32359564,,,229,chr20:32359335-32359564,chr20:32366384-32366467,83,2,source
TLN2,ENSG00000171914.16,ENSG00000171914.16:s:62589680-62589762,0.539226041188357,0.999999761406481,8.9616015075208e-10,0.099,0.626,s|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr15,+,ENSG00000171914.16:s:62589680-62589762_62589762-62618351,62589680,62589762,62589762,62618351,,,28589,chr15:62589762-62618351,chr15:62589680-62589762,82,1,source
TLN2,ENSG00000171914.16,ENSG00000171914.16:s:62589680-62589762,-0.539225951904416,0.999999766704267,8.23791479476199e-10,0.901,0.374,s|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr15,+,ENSG00000171914.16:s:62589680-62589762_62589762-62647275,62618351,62618475,62589762,62647275,,,57513,chr15:62589762-62647275,chr15:62618351-62618475,124,1,source
NAA16,ENSG00000172766.19,ENSG00000172766.19:s:41373768-41373880,-0.0229044177911332,0.130740437609973,0.000192293816472899,0.5,0.439,s|1e1.2o2|2e1.2o2|i,TRUE,FALSE,FALSE,3,2,1,chr13,+,ENSG00000172766.19:s:41373768-41373880_41373780-41374742,41373768,41373880,41373780,41374742,41373881,41374474,962,chr13:41373780-41374742,chr13:41373768-41373880,112,1,source
NAA16,ENSG00000172766.19,ENSG00000172766.19:s:41373768-41373880,-0.0826089151454475,0.394415499453361,6.51601659672485e-05,0.199,0.078,s|1e1.2o2|2e1.2o2|i,TRUE,FALSE,FALSE,3,2,1,chr13,+,ENSG00000172766.19:s:41373768-41373880_41373880-41374742,41374475,41374839,41373880,41374742,,,862,chr13:41373880-41374742,chr13:41374475-41374839,364,1,source
NAA16,ENSG00000172766.19,ENSG00000172766.19:s:41373768-41373880,0.114087543215523,0.530131291824457,4.64306788980446e-05,0.3,0.483,s|1e1.2o2|2e1.2o2|i,TRUE,FALSE,FALSE,3,2,0,chr13,+,ENSG00000172766.19:s:41373768-41373880_41373881-41374474,,,41373881,41374474,,,593,chr13:41373881-41374474,chr13:NA-NA,,,source
MST1,ENSG00000173531.15,ENSG00000173531.15:s:49686947-49686960,0.390107689989801,0.999568646516101,4.24987633398056e-08,0.354,0.749,s|1e1.5o5|2e1.5o5,TRUE,FALSE,FALSE,2,2,1,chr3,-,ENSG00000173531.15:s:49686947-49686960_49686802-49686951,49686684,49686866,49686802,49686951,,,149,chr3:49686802-49686951,chr3:49686684-49686866,182,2,source
MST1,ENSG00000173531.15,ENSG00000173531.15:s:49686947-49686960,-0.390107670155413,0.9995686413867,4.2501511865467e-08,0.646,0.251,s|1e1.5o5|2e1.5o5,TRUE,FALSE,FALSE,2,2,1,chr3,-,ENSG00000173531.15:s:49686947-49686960_49686802-49686947,49686947,49686960,49686802,49686947,,,145,chr3:49686802-49686947,chr3:49686947-49686960,13,1,source
GK5,ENSG00000175066.16,ENSG00000175066.16:t:142182923-142183488,0.183355485373643,0.8124994627692,2.05430895180433e-06,0.234,0.46,t|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr3,-,ENSG00000175066.16:t:142182923-142183488_142183049-142185929,142182923,142183488,142183049,142185929,,,2880,chr3:142183049-142185929,chr3:142182923-142183488,565,1,target
GK5,ENSG00000175066.16,ENSG00000175066.16:t:142182923-142183488,-0.183355498306463,0.812499667494774,2.05440657508049e-06,0.766,0.54,t|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr3,-,ENSG00000175066.16:t:142182923-142183488_142183049-142184711,142184711,142185793,142183049,142184711,,,1662,chr3:142183049-142184711,chr3:142184711-142185793,1082,2,target
D2HGDH,ENSG00000180902.18,ENSG00000180902.18:s:241742433-241742574,0.115552782324683,0.584320786749174,3.55653281379858e-06,0.693,0.839,s|1e1.1o2|1e1.2o2,FALSE,TRUE,FALSE,2,2,1,chr2,+,ENSG00000180902.18:s:241742433-241742574_241742574-241743622,241742433,241742574,241742574,241743622,,,1048,chr2:241742574-241743622,chr2:241742433-241742574,141,0,source
D2HGDH,ENSG00000180902.18,ENSG00000180902.18:s:241742433-241742574,-0.115552830846294,0.584321221697377,3.55672423590914e-06,0.307,0.161,s|1e1.1o2|1e1.2o2,FALSE,TRUE,FALSE,2,2,1,chr2,+,ENSG00000180902.18:s:241742433-241742574_241742574-241743639,241743622,241743815,241742574,241743639,,,1065,chr2:241742574-241743639,chr2:241743622-241743815,193,1,source
D2HGDH,ENSG00000180902.18,ENSG00000180902.18:t:241750099-241750294,-0.232005378141939,0.944204463881758,7.23880067554639e-07,0.919,0.655,t|1e1.1o1|1e2.2o2|1e3.1o1,FALSE,FALSE,TRUE,3,4,1,chr2,+,ENSG00000180902.18:t:241750099-241750294_241744877-241750151,241744709,241744877,241744877,241750151,,,5274,chr2:241744877-241750151,chr2:241744709-241744877,168,0,target
D2HGDH,ENSG00000180902.18,ENSG00000180902.18:t:241750099-241750294,0.170293200788159,0.89590618043553,4.07689299606355e-07,0.006,0.212,t|1e1.1o1|1e2.2o2|1e3.1o1,FALSE,FALSE,TRUE,3,4,1,chr2,+,ENSG00000180902.18:t:241750099-241750294_241748942-241750151,241748827,241748942,241748942,241750151,,,1209,chr2:241748942-241750151,chr2:241748827-241748942,115,1,target
D2HGDH,ENSG00000180902.18,ENSG00000180902.18:t:241750099-241750294,0.0291375707521519,0.0897292052932366,2.33936623952741e-05,0.075,0.133,t|1e1.1o1|1e2.2o2|1e3.1o1,FALSE,FALSE,TRUE,3,4,1,chr2,+,ENSG00000180902.18:t:241750099-241750294_241749399-241750151,241749294,241749399,241749399,241750151,,,752,chr2:241749399-241750151,chr2:241749294-241749399,105,0,target
